Date,Open,High,Low,Close,Adj Close,Volume
2022-10-21,4902.250000,4957.149902,4879.299805,4902.250000,4902.250000,0
2022-10-24,4916.350098,4997.149902,4867.790039,4916.350098,4916.350098,0
2022-10-25,4988.250000,4988.250000,4915.390137,4988.250000,4988.250000,0
2022-10-26,4973.450195,4985.100098,4877.759766,4973.450195,4973.450195,0
2022-10-27,4882.319824,4884.720215,4802.259766,4882.319824,4882.319824,0
2022-10-28,4798.259766,4849.379883,4753.152344,4798.259766,4798.259766,0
2022-10-31,4833.259766,4903.709961,4831.649902,4833.259766,4833.259766,0
2022-11-01,4937.000000,5000.759766,4886.629883,4937.000000,4937.000000,0
2022-11-02,5002.250000,5006.919922,4995.000000,5002.250000,5002.250000,0
2022-11-03,5001.279785,5073.259766,5001.279785,5001.279785,5001.279785,0
2022-11-04,5067.109863,5089.299805,5000.569824,5067.109863,5067.109863,0
2022-11-07,4959.294434,5107.250000,4950.479980,4959.294434,4959.294434,0
2022-11-08,5106.000000,5121.379883,4964.279785,5106.000000,5106.000000,0
2022-11-09,4972.250000,4975.600098,4898.069824,4972.250000,4972.250000,0
2022-11-10,4894.810059,4907.430176,4779.720215,4894.810059,4894.810059,0
2022-11-11,4801.169922,4804.339844,4752.948730,4801.169922,4801.169922,0
2022-11-14,4716.702637,4809.029785,4737.438477,4716.702637,4716.702637,0
2022-11-15,4803.560059,4824.939941,4760.220703,4803.560059,4803.560059,0
2022-11-16,4843.930176,4956.770020,4843.589844,4843.930176,4843.930176,0
2022-11-17,4938.810059,5035.700195,4891.731934,4938.810059,4938.810059,0
2022-11-18,4999.169922,5010.209961,4949.609863,4999.169922,4999.169922,0
2022-11-21,4987.080078,4999.660156,4953.180176,4987.080078,4987.080078,0
2022-11-22,4946.250000,4948.839844,4895.169922,4946.250000,4946.250000,0
2022-11-23,4905.009766,4905.649902,4873.549805,4905.009766,4905.009766,0
2022-11-24,4881.609863,4905.830078,4837.708008,4881.609863,4881.609863,0
2022-11-25,4899.810059,4911.580078,4864.240234,4899.810059,4899.810059,0
2022-11-28,4863.819824,4871.339844,4822.636719,4863.819824,4863.819824,0
2022-11-29,4833.339844,4833.339844,4802.069824,4833.339844,4833.339844,0
2022-11-30,4809.339844,4837.410156,4793.379883,4809.339844,4809.339844,0
2022-12-01,4828.299805,4828.299805,4774.500000,4828.299805,4828.299805,0
2022-12-02,4785.580078,4786.720215,4722.255371,4785.580078,4785.580078,0
2022-12-05,4771.850098,4816.959961,4724.941406,4771.850098,4771.850098,0
2022-12-06,4823.370117,4836.089844,4815.640137,4823.370117,4823.370117,0
2022-12-07,4831.009766,4838.419922,4785.065918,4831.009766,4831.009766,0
2022-12-08,4820.229980,4822.950195,4775.824219,4820.229980,4820.229980,0
2022-12-09,4820.580078,4828.350098,4774.473633,4820.580078,4820.580078,0
2022-12-12,4778.457520,4853.450195,4794.299805,4778.457520,4778.457520,0
2022-12-13,4844.129883,4846.140137,4790.950195,4844.129883,4844.129883,0
2022-12-14,4762.580078,4779.140137,4755.899902,4762.580078,4762.580078,0
2022-12-15,4776.580078,4799.750000,4776.580078,4776.580078,4776.580078,0
2022-12-16,4790.919922,4805.879883,4790.919922,4790.919922,4790.919922,0
2022-12-19,4762.960449,4788.629883,4743.477539,4762.960449,4762.960449,0
2022-12-20,4774.250000,4779.819824,4761.609863,4774.250000,4774.250000,0
2022-12-21,4763.959961,4766.750000,4718.941406,4763.959961,4763.959961,0
2022-12-22,4762.970215,4762.970215,4752.200195,4762.970215,4762.970215,0
2022-12-23,4757.250000,4758.390137,4741.890137,4757.250000,4757.250000,0
2022-12-26,4730.299805,4757.250000,4727.250000,4730.299805,4730.299805,0
2022-12-27,4727.580078,4776.140137,4683.370117,4727.580078,4727.580078,0
2022-12-28,4761.250000,4777.470215,4748.830078,4761.250000,4761.250000,0
2022-12-29,4771.740234,4841.200195,4766.160156,4771.740234,4771.740234,0
2022-12-30,4848.129883,4849.080078,4846.839844,4848.129883,4848.129883,0
2023-01-02,4846.919922,4846.250000,4846.250000,4846.919922,4846.919922,0
2023-01-03,4846.250000,4857.600098,4812.446777,4846.250000,4846.250000,0
2023-01-04,4860.259766,4936.680176,4860.259766,4860.259766,4860.259766,0
2023-01-05,4928.879883,5004.490234,4928.879883,4928.879883,4928.879883,0
2023-01-06,4963.430176,4966.870117,4879.649902,4963.430176,4963.430176,0
2023-01-09,4858.250000,4871.339844,4812.082031,4858.250000,4858.250000,0
2023-01-10,4848.790039,4852.520020,4797.250000,4848.790039,4848.790039,0
2023-01-11,4783.750000,4785.930176,4730.910156,4783.750000,4783.750000,0
2023-01-12,4730.750000,4731.180176,4692.029785,4730.750000,4730.750000,0
2023-01-13,4695.009766,4715.200195,4681.089844,4695.009766,4695.009766,0
2023-01-16,4624.694824,4687.970215,4643.691895,4624.694824,4624.694824,0
2023-01-17,4688.129883,4713.250000,4647.447266,4688.129883,4688.129883,0
2023-01-18,4719.450195,4728.169922,4679.660156,4719.450195,4719.450195,0
2023-01-19,4701.729980,4714.200195,4645.721680,4701.729980,4701.729980,0
2023-01-20,4667.450195,4686.580078,4652.669922,4667.450195,4667.450195,0
2023-01-23,4646.830078,4606.390137,4552.029785,4646.830078,4646.830078,0
2023-01-24,4544.750000,4561.000000,4531.729980,4544.750000,4544.750000,0
2023-01-25,4515.129883,4540.049805,4462.158691,4515.129883,4515.129883,0
2023-01-26,4544.200195,4561.160156,4510.560059,4544.200195,4544.200195,0
2023-01-27,4519.100098,4553.830078,4516.089844,4519.100098,4519.100098,0
2023-01-30,4483.928711,4599.229980,4504.938477,4483.928711,4483.928711,0
2023-01-31,4600.430176,4655.979980,4600.430176,4600.430176,4600.430176,0
2023-02-01,4658.490234,4668.080078,4606.569824,4658.490234,4658.490234,0
2023-02-02,4605.279785,4645.529785,4594.330078,4605.279785,4605.279785,0
2023-02-03,4585.250000,4647.520020,4541.000488,4585.250000,4585.250000,0
2023-02-06,4583.460449,4780.450195,4649.461426,4583.460449,4583.460449,0
2023-02-07,4739.319824,4789.930176,4739.319824,4739.319824,4739.319824,0
2023-02-08,4745.779785,4791.500000,4725.560059,4745.779785,4745.779785,0
2023-02-09,4768.529785,4768.529785,4742.950195,4768.529785,4768.529785,0
2023-02-10,4749.129883,4774.049805,4699.008301,4749.129883,4749.129883,0
2023-02-13,4696.286133,4833.129883,4711.915039,4696.286133,4696.286133,0
2023-02-14,4813.049805,4828.160156,4783.926270,4813.049805,4813.049805,0
2023-02-15,4772.000000,4829.279785,4704.290039,4772.000000,4772.000000,0
2023-02-16,4822.189941,4945.419922,4819.229980,4822.189941,4822.189941,0
2023-02-17,4923.299805,4940.000000,4891.879883,4923.299805,4923.299805,0
2023-02-20,4852.517090,4912.330078,4894.410156,4852.517090,4852.517090,0
2023-02-21,4909.580078,4974.740234,4905.459961,4909.580078,4909.580078,0
2023-02-22,4967.500000,4967.500000,4913.374512,4967.500000,4967.500000,0
2023-02-23,4894.430176,4902.439941,4836.600098,4894.430176,4894.430176,0
2023-02-24,4875.020020,4875.020020,4824.950195,4875.020020,4875.020020,0
2023-02-27,4808.086426,4852.029785,4792.529785,4808.086426,4808.086426,0
2023-02-28,4777.259766,4838.100098,4753.779785,4777.259766,4777.259766,0
2023-03-01,4808.000000,4878.049805,4799.029785,4808.000000,4808.000000,0
2023-03-02,4846.529785,4884.799805,4819.310059,4846.529785,4846.529785,0
2023-03-03,4818.080078,4818.080078,4768.169922,4818.080078,4818.080078,0
2023-03-06,4786.879883,4784.319824,4731.830078,4786.879883,4786.879883,0
2023-03-07,4730.259766,4765.169922,4681.359863,4730.259766,4730.259766,0
2023-03-08,4759.250000,4774.330078,4717.826172,4759.250000,4759.250000,0
2023-03-09,4749.189941,4783.740234,4726.910156,4749.189941,4749.189941,0
2023-03-10,4745.759766,4782.750000,4690.120117,4745.759766,4745.759766,0
2023-03-13,4675.844727,4786.720215,4711.939941,4675.844727,4675.844727,0
2023-03-14,4763.750000,4771.120117,4730.149902,4763.750000,4763.750000,0
2023-03-15,4742.850098,4834.250000,4742.850098,4742.850098,4742.850098,0
2023-03-16,4847.000000,4885.649902,4839.069824,4847.000000,4847.000000,0
2023-03-17,4849.250000,4865.720215,4785.001465,4849.250000,4849.250000,0
2023-03-20,4718.333984,4846.250000,4817.240234,4718.333984,4718.333984,0
2023-03-21,4815.229980,4815.229980,4770.479492,4815.229980,4815.229980,0
2023-03-22,4811.680176,4811.680176,4758.439941,4811.680176,4811.680176,0
2023-03-23,4771.250000,4775.069824,4742.899902,4771.250000,4771.250000,0
2023-03-24,4754.750000,4767.910156,4726.379883,4754.750000,4754.750000,0
2023-03-27,4752.620117,4752.620117,4672.569824,4752.620117,4752.620117,0
2023-03-28,4675.250000,4675.250000,4644.930176,4675.250000,4675.250000,0
2023-03-29,4658.529785,4676.290039,4608.479980,4658.529785,4658.529785,0
2023-03-30,4634.250000,4646.669922,4594.140137,4634.250000,4634.250000,0
2023-03-31,4643.250000,4652.649902,4622.549805,4643.250000,4643.250000,0
2023-04-03,4661.509766,4662.580078,4599.279785,4661.509766,4661.509766,0
2023-04-04,4604.689941,4605.250000,4578.660156,4604.689941,4604.689941,0
2023-04-05,4589.649902,4589.649902,4560.660156,4589.649902,4589.649902,0
2023-04-06,4583.250000,4583.250000,4572.870117,4583.250000,4583.250000,0
2023-04-07,4575.359863,4575.359863,4564.250000,4575.359863,4575.359863,0
2023-04-10,4569.220215,4587.509766,4537.579590,4569.220215,4569.220215,0
2023-04-11,4557.500000,4557.500000,4501.080078,4557.500000,4557.500000,0
2023-04-12,4510.569824,4510.569824,4440.180176,4510.569824,4510.569824,0
2023-04-13,4449.250000,4449.250000,4416.129883,4449.250000,4449.250000,0
2023-04-14,4417.979980,4447.000000,4407.419922,4417.979980,4417.979980,0
2023-04-17,4412.529785,4429.379883,4398.057617,4412.529785,4412.529785,0
2023-04-18,4426.750000,4484.810059,4426.750000,4426.750000,4426.750000,0
2023-04-19,4487.379883,4523.689941,4485.990234,4487.379883,4487.379883,0
2023-04-20,4532.250000,4557.649902,4517.189941,4532.250000,4532.250000,0
2023-04-21,4525.149902,4539.750000,4501.589844,4525.149902,4525.149902,0
2023-04-24,4513.939941,4515.540039,4480.370117,4513.939941,4513.939941,0
2023-04-25,4474.250000,4497.850098,4444.529785,4474.250000,4474.250000,0
2023-04-26,4494.569824,4541.250000,4487.779785,4494.569824,4494.569824,0
2023-04-27,4639.250000,4659.000000,4618.970215,4639.250000,4639.250000,0
2023-04-28,4654.750000,4675.939941,4613.520020,4654.750000,4654.750000,0
2023-05-02,null,null,null,null,null,null
2023-05-03,null,null,null,null,null,null
2023-05-04,4633.470215,4633.470215,4633.470215,4633.470215,4633.470215,0
