id;screen_name;created_at;fav;rt;text;media1;media2;media3;media4;compound;neg;neu;pos
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1652099833413468164"", ""1652099833413468164"")";petrogustavo;28/04/2023;3674;1265;En el foro de los fondos privados de pensiones en Cartagena. https://t.co/42yDL8yiIQ;"=HYPERLINK(""http://pbs.twimg.com/media/Fu1v8iwWAAQl6uR.jpg"", ""http://pbs.twimg.com/media/Fu1v8iwWAAQl6uR.jpg"")";;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1652069898162429952"", ""1652069898162429952"")";petrogustavo;28/04/2023;10126;5439;La prensa cuando el administrador es de derechas y la prensa cuando el administrador es de izquierdas https://t.co/A3l4YF7xeT;;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1652069314608996352"", ""1652069314608996352"")";petrogustavo;28/04/2023;12913;4575;Hemos dado un salto en la industria aeronáutica nacional al pasar a construir piezas para drones y aviones de alta tecnología en el acuerdo con Airbus. Lo firmaré en España. https://t.co/N5RaFQzbNP;"=HYPERLINK(""http://pbs.twimg.com/media/Fu1USJBX0AwmmlG.jpg"", ""http://pbs.twimg.com/media/Fu1USJBX0AwmmlG.jpg"")";;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1652068626923499520"", ""1652068626923499520"")";petrogustavo;28/04/2023;1251;495;Olmedo es miltante del Polo Democrático incluso cuando el MOIR lo dirigía. https://t.co/HCvHROHgGn;;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1652049240846114816"", ""1652049240846114816"")";petrogustavo;28/04/2023;4925;2172;En Tibú la policía incauta cuatro toneladas y media de cocaína. La interdicción avanza. https://t.co/uDawY30378;;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1652044601245442066"", ""1652044601245442066"")";petrogustavo;28/04/2023;1948;917;Hay tiempos menores en la ley de desastre natural y la ley permite procesos judiciales posteriores con indemnización si se cometen arbitrariedades. Las zonas de reforma agraria deben ser delimitadas y solo se actúa sobre grandes latifundios con tierras fértiles improductivas https://t.co/lSQ73nzAv2;;;;;3612;0;94;6
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1652039282112995365"", ""1652039282112995365"")";petrogustavo;28/04/2023;1800;635;Nosotros queremos reemplazar la expropiación con  enta onligatoria a precio comercial y mantener la compra voluntaria.;;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1652039279621668866"", ""1652039279621668866"")";petrogustavo;28/04/2023;3852;1559;Con venta voluntaria jamás se logrará ni un camino, ni una autopista, ni el metro de Bogota ni el cumplimiento de la constitución en el acceso de los trabajadores agrarios a la propiedad de la tierra. Por eso hay dos mecanismos en la ley: compra voluntaria y expropiación https://t.co/QDtAnu6zLp;;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1652030838341619712"", ""1652030838341619712"")";petrogustavo;28/04/2023;19650;12016;"Este es el mayor éxito económico de un gobierno desde el año 2018.

Bajamos el desempleo al 10% y elevamos al 57% la tasa de ocupación laboral: las más baja de desempleo y la más alta de ocupación laboral desde el 2018.

Dale un RT a esta comunicación. No saldrá mucho en TV. https://t.co/HJvfVleybs";"=HYPERLINK(""http://pbs.twimg.com/media/Fu0xSiWWIAsyZ0-.jpg"", ""http://pbs.twimg.com/media/Fu0xSiWWIAsyZ0-.jpg"")";;;;-296;42;958;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1652029416292204546"", ""1652029416292204546"")";petrogustavo;28/04/2023;195;92;"@EspinosaRadio para tu conocimiento: la ley 160 de 1994 vigente en su articulo 33 ordena: o la compra es voluntaria o se hace expropiación.

Nosotros proponemos venta voluntaria o forzosa con pago a precio comercial. ¿Nos quedamos con la ley vigente? https://t.co/glZ4tG9xCb";;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1652022131868221471"", ""1652022131868221471"")";petrogustavo;28/04/2023;5017;2218;"Eso que a usted le parece criticable mi estimado periodista ya sucede cuando el gobierno hace una carretera. Solo pregunte como Peñalosa abrió el espacio para el metro elevado de Bogotá en la Caracas

Si esa figura no existiera no habría un solo camino en la geografia nacional. https://t.co/NXmm4qPpAX";;;;;-5267;87;913;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1652011833589415936"", ""1652011833589415936"")";petrogustavo;28/04/2023;5872;2709;"Estos datos son muy buenos para la economía colombiana. No solo logramos bajar dos puntos el desempleo nacional respecto a hace un año, casi a un dígito.
La tasa de ocupación laboral creció tres puntos del 55 al 57% y creció la participación global de la población en la economía. https://t.co/IATj697fL1 https://t.co/AT9ojWzEE2";"=HYPERLINK(""http://pbs.twimg.com/media/Fu0gAN4XoAczgnZ.jpg"", ""http://pbs.twimg.com/media/Fu0gAN4XoAczgnZ.jpg"")";;;;-296;44;956;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651949655725428739"", ""1651949655725428739"")";petrogustavo;28/04/2023;6616;3632;"Amigo Espinoza tu información busca que la opinión pública crea que vamos a expropiar tierras y eso es falso.

Este es el artículo 33  de la ley 160 vigente. Lo queríamos corregir precisamente para no expropiar. https://t.co/Z2Mo49BpIm https://t.co/rnV4s8UMRf";"=HYPERLINK(""http://pbs.twimg.com/media/FuzndG3WAAIZ6qJ.jpg"", ""http://pbs.twimg.com/media/FuzndG3WAAIZ6qJ.jpg"")";"=HYPERLINK(""http://pbs.twimg.com/media/FuzndR2WYAALWEj.jpg"", ""http://pbs.twimg.com/media/FuzndR2WYAALWEj.jpg"")";;;-296;59;941;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651948549930713088"", ""1651948549930713088"")";petrogustavo;28/04/2023;9291;4087;"La Armada de Colombia incautó 18 millones de d?lares en 5,5 toneladas de cocaína en el Caribe.

Uno de los mayores golpes históricos al narcotráfico https://t.co/0bOHEsc74U";;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651945912824987648"", ""1651945912824987648"")";petrogustavo;28/04/2023;2007;849;Voluntariamente solo se ofrecieron 200.000.hectareas, el mecanismo forzoso que propone la ley vigente es la expropiación. Nosotros creamos un mecanismo diferente sin expropiación que esperamos se apruebe;;;;;-5574;122;878;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651945909981249536"", ""1651945909981249536"")";petrogustavo;28/04/2023;2321;895;Duque solo compró 13.000 héctareas. Si a nosotros se nos impide comprar tierras, a precio comercial, entonces tocará convocar la instancia creada para el efecto, y anunciar oficialmente que el Estado colombiano no puede cumplir con el acuerdo de paz que firmó;;;;;-296;55;945;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651945907888218115"", ""1651945907888218115"")";petrogustavo;28/04/2023;3670;1610;Tenemoss 8 años según acuerdos de paz para comprar 3 millones de hectáreas. Nosotros compraremos 1,5 millones. El Estado desde 1960 solo ha comprado un millón de hectareas. Si no aceleramos no hay paz en Colombia. Hay que decir: el Estado incumple definitivamente  con el acuerdo https://t.co/Z2Mo49BpIm;;;;;-25;9;861;49
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651942342650212353"", ""1651942342650212353"")";petrogustavo;28/04/2023;2199;998;Para facilitarle su tarea aquí le envío el artículo en discusión: https://t.co/pqlKVqszU5;"=HYPERLINK(""http://pbs.twimg.com/media/FuzgzL_X0AMQ-oR.jpg"", ""http://pbs.twimg.com/media/FuzgzL_X0AMQ-oR.jpg"")";"=HYPERLINK(""http://pbs.twimg.com/media/FuzgzUwXoAUyxRb.jpg"", ""http://pbs.twimg.com/media/FuzgzUwXoAUyxRb.jpg"")";"=HYPERLINK(""http://pbs.twimg.com/media/FuzgzdCWwAEmPQq.jpg"", ""http://pbs.twimg.com/media/FuzgzdCWwAEmPQq.jpg"")";"=HYPERLINK(""http://pbs.twimg.com/media/FuzgzoiXsAQb4hF.jpg"", ""http://pbs.twimg.com/media/FuzgzoiXsAQb4hF.jpg"")";0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651941628880343042"", ""1651941628880343042"")";petrogustavo;28/04/2023;1816;759;Ahora bien la crítica debe ser sobre el artículo que realmente se ha propuesto no sobre uno que retiramos have mucho tiempo. Así que lo invito a analizar el artículo que realmente esta propuesto para el Plan de Desarrollo y no caer en una desinformación;;;;;-25;94;855;51
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651940430722760704"", ""1651940430722760704"")";petrogustavo;28/04/2023;1546;641;Pero si lo que se intenta es que el gobierno no pueda comprar tierra, entonces digan de frente que el acuerdo de paz se declara inválido y que el Estado no cumplirá con su firma;;;;;-5267;121;879;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651940427921084416"", ""1651940427921084416"")";petrogustavo;28/04/2023;1463;590;Si se lee la sentencia de la Corte Constitucional sobre baldíos expedida hace un mes, encontrará que ordena al gobierno aclarar cuales son los baldíos de la nación, el artículo trata de una reglamentación para cuplir la orden constitucional dada al gobierno y al Congreso;;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651940425903611905"", ""1651940425903611905"")";petrogustavo;28/04/2023;3468;1618;Mi amigo Espinoza si usted mira el artículo vigente en la ley 160 de 1994 que queremos corregir observará que la ley habla de expropiar que es preciso lo que queremos corregir. Si no se hace, el procedimiento legal vigente es la expropiación. https://t.co/NLRnwCYSAG;;;;;-1779;48;919;33
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651938348032720897"", ""1651938348032720897"")";petrogustavo;28/04/2023;1416;643;María Martínez es quizás la mejor experta en patrimonio con que cuenta el país, trabajó para Bogotá Humana y por ello fué objeto de una persecusión incremente de la personería, el procurador Carrillo descubrió la arbitrariedad y actuó , pero aun así hoy mantienen su inhabilidad https://t.co/aZPPJ06NKW;;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651935336698658817"", ""1651935336698658817"")";petrogustavo;28/04/2023;3100;1281;"Me gustaría que hubiera un mejor salario o bonificación al patrullero(a) de base de la policía o a al o la soldado que me encuentro en las trochas.

Los funcionarios y sindicatos que hoy negocian el salario público en estos dos años deberían contemplar esta posibilidad. https://t.co/VgoxarSEE7";;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651933834491965440"", ""1651933834491965440"")";petrogustavo;28/04/2023;3593;1294;No esta bien que en el Congreso cafetero hayan cercenado la democracia. Nunca se debió vetar candidatos solo para escoger quien se pudiera oponer al Presidente.;;;;;-296;81;919;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651933831455277057"", ""1651933831455277057"")";petrogustavo;28/04/2023;3452;1202;Mi política como lo expresé en mi campaña es apoyar la rentabilidad de la producción del pequeño caficultor, expandirla, asociarlo y lograr que del precio internacional vaya más al productor directo. Propuse industrializar más al café y protegerlo de importaciones.;;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651933829748105217"", ""1651933829748105217"")";petrogustavo;28/04/2023;6678;2581;"Yo no dí ninguna orden a un gremio privado, Hice una solicitud respetuosa como responsable que soy de los dineros públicos del Fondo Nacional del Café. No fuí escuchado.

No está bien censurar candidatos porque son amigos de mis políticas para elegir los rivales. https://t.co/jSYRLMsRur";;;;;-6808;139;861;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651931022097801220"", ""1651931022097801220"")";petrogustavo;28/04/2023;2588;1021;El poder de destitución de servidores de elección popular y la decisión de pérdida de derechos políticos para cualquier ciudadano o ciudadana, tal como dice el art 23 de la convención americana de DDHH, parte de nuestra Constitución, no está en autoridades de tipo administrativo.;;;;;1531;48;891;61
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651931020193587200"", ""1651931020193587200"")";petrogustavo;28/04/2023;7141;2943;"Me encanta la procuradora que da opiniones políticas, solo que ella adelanta investigaciones que pueden terminar con la carrera de quienes tienen que votar libremente por esas políticas.

Luego aquí se oscurece la democracia. Hay que prender la luz democrática. https://t.co/lA4bAJbWgp";;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651928636147073024"", ""1651928636147073024"")";petrogustavo;28/04/2023;5265;2382;Incautación de más de 5 toneladas de cocaína entre la Armada se Colombia con los EEUU y la República de Panamá en el Caribe. Este es el.poder de la interdicción que va al corazón de los grandes empresarios de la mafia. https://t.co/4zZKD6lYM3;;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651762683941642241"", ""1651762683941642241"")";petrogustavo;28/04/2023;2636;941;En la conferencia sobre energías renovables con el gremio SER en Barranquilla. https://t.co/Xuq3zvF3Ei;"=HYPERLINK(""http://pbs.twimg.com/media/Fuw9Y_HWAAASXA-.jpg"", ""http://pbs.twimg.com/media/Fuw9Y_HWAAASXA-.jpg"")";;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651730133806469120"", ""1651730133806469120"")";petrogustavo;27/04/2023;3638;1485;"Pero el dato que más me emocionó en encuesta de hoy de RCN es ante la pregunta ""¿ha desmejorado la situación de usted y su familia?"" pues cae sustancialmente el porcentaje que responde sí entre el mes de octubre del 2022 y marzo del 2023 https://t.co/stF7o9FPlJ";"=HYPERLINK(""http://pbs.twimg.com/media/FuwfwfzWAAAUHAj.jpg"", ""http://pbs.twimg.com/media/FuwfwfzWAAAUHAj.jpg"")";;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651729142545612808"", ""1651729142545612808"")";petrogustavo;27/04/2023;13416;5510;Esta es la encuesta de hoy de RCN que no fué muy difundida. Muestra que mi imagen favorable se mantiene alta, y muy alta entre los jóvenes y la población entre estrato uno y tres y que es la mejor de todos los líderes que encuesta. https://t.co/tDfUow8AqM;"=HYPERLINK(""http://pbs.twimg.com/media/Fuwe3-4WYAA-oIW.jpg"", ""http://pbs.twimg.com/media/Fuwe3-4WYAA-oIW.jpg"")";;;;2263;48;886;67
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651704977658617858"", ""1651704977658617858"")";petrogustavo;27/04/2023;2267;852;https://t.co/FhAA6k81vu;"=HYPERLINK(""https://video.twimg.com/ext_tw_video/1651704918351175681/pu/vid/960x540/l1f9UWOmrCxDHOww.mp4?tag=12"", ""https://video.twimg.com/ext_tw_video/1651704918351175681/pu/vid/960x540/l1f9UWOmrCxDHOww.mp4?tag=12"")";;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651704398639165442"", ""1651704398639165442"")";petrogustavo;27/04/2023;7670;2740;Espero al pueblo trabajador en la plaza de armas del palacio de Nariño a la 1 de la tarde. Vamos a hablar de estabilidad y derechos laborales. https://t.co/r8z8oGqs2z;;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651606555333148677"", ""1651606555333148677"")";petrogustavo;27/04/2023;4531;1809;Hemos acordado con los Estados Unidos centros y oficinas especiales para tramitar procesos de reunificación familiar y emigración de colombianos hacia EEUU de manera ordenada y legal. Se pondrán en varios lugares del pais https://t.co/TuAniQ5cTN;;;;;128;0;954;46
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651604208993312770"", ""1651604208993312770"")";petrogustavo;27/04/2023;8965;3585;Este es el nuevo presidente de la Federación Nacional de cafeteros. Pensé que era el tiempo del dialogo y la construcción común. Dialogaré con sus organizaciones de base regionales. https://t.co/2sXzQgRkRs;"=HYPERLINK(""http://pbs.twimg.com/media/FuutRY0XwAY-SXQ.jpg"", ""http://pbs.twimg.com/media/FuutRY0XwAY-SXQ.jpg"")";"=HYPERLINK(""http://pbs.twimg.com/media/FuutRnuXoAM9GTi.jpg"", ""http://pbs.twimg.com/media/FuutRnuXoAM9GTi.jpg"")";;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651601754935508996"", ""1651601754935508996"")";petrogustavo;27/04/2023;7956;2369;Moderados... https://t.co/R7j6nMLep8;"=HYPERLINK(""http://pbs.twimg.com/media/FuurCusXsAA6uwx.jpg"", ""http://pbs.twimg.com/media/FuurCusXsAA6uwx.jpg"")";;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651578884842745858"", ""1651578884842745858"")";petrogustavo;27/04/2023;4157;1860;Nuestra reforma laboral busca acabar esta iniquidad: Los colombianos somos los que más trabajamos en jornadas laborales extensas pero los que menos producimos. https://t.co/i0hVcZNqdn;;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651576098495377408"", ""1651576098495377408"")";petrogustavo;27/04/2023;6766;2280;"Con @ricardobonillag logramos superávit fiscal y mejorar las calificaciones de riesgo de Bogotá en mi alcaldía. Nada diferente sucederá en Colombia.

El Banco de la República seguirá independiente";;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651564834725429251"", ""1651564834725429251"")";petrogustavo;27/04/2023;4719;2055;Titular y entregar tierras a los campesinos debe ser la labor diaria del gobierno dia y noche. A las entidades agrarias que tienen este objetivo les pido iniciar jornadas nocturnas de trabajo. https://t.co/sN9jCRU48D;;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651564119290441729"", ""1651564119290441729"")";petrogustavo;27/04/2023;4386;1837;"Va un promedio de 1,6 toneladas de cocaína incautadas por dia, hay que llegar a dos toneladas por dia en el próximo trimestre. La interdicción aún puede ser más eficaz.

Entre mas interdicción haya más se debilitarán las organizaciones del crimen. https://t.co/u0upEWUuQE";;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651561865980289027"", ""1651561865980289027"")";petrogustavo;27/04/2023;6839;2594;"La propuesta de derrotar el gota a gota con un millón de cré?itos a la economía popular va en marcha.

Empoderar la economía popular va contra el estancamiento económico. Más empleo y menos costo de vida.
 https://t.co/ULFeQmt8xx";;;;;6808;0;851;149
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651557810428162050"", ""1651557810428162050"")";petrogustavo;27/04/2023;4484;2115;"Colombia en 1993 imitó el sistema chileno de salud que puso Pinochet.

En Chile pasa lo mismo que en Colombia. Las EPS de allá están quebrando las clínicas privadas.

https://t.co/t2DVnAktI3";;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651451089097482240"", ""1651451089097482240"")";petrogustavo;27/04/2023;7264;2508;Le pido a la federación de cafeteros que administra el fondo parafiscal del café que mañana no tome decisiones sobre el nombramiento del gerente general hasta que el nuevo ministro de hacienda pueda tomar su decisión al respecto. https://t.co/6HFzq82fXs;;;;;-296;56;944;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651450027762483202"", ""1651450027762483202"")";petrogustavo;27/04/2023;11795;5886;"Me parece supremamente grave esta denuncia.

Le pediré al ministro de justicia que cite al Consejo Nacional de política Criminal para discutir este tema.
 https://t.co/J12OznoKGk";;;;;-7184;207;793;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651385500425437188"", ""1651385500425437188"")";petrogustavo;27/04/2023;9204;3587;"Dada la libertad de voto otorgada a los miembros del partido liberal para apoyar campañas presidenciales, estos dos representantes liberales apoyaron mi campaña presidencial y mi programa inscrito oficialmente.
Quitarle sus derechos políticos es una violación de la Convención… https://t.co/ES7DMvccWx";;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651346905702584321"", ""1651346905702584321"")";petrogustavo;26/04/2023;5995;2355;"En la asamblea nacional de tenderos reunida en Valledupar. 

30 tenderos y tenderas han sido designadas por mi gobierno en las cámaras de comercio del país.

100 establecimientos serán dotados de paneles solares.

Se entregará un millón de créditos a la economía popular. https://t.co/OwwV95UXL5";"=HYPERLINK(""http://pbs.twimg.com/media/FurDQODWAAUXEUY.jpg"", ""http://pbs.twimg.com/media/FurDQODWAAUXEUY.jpg"")";;;;4215;0;936;64
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651306531839672325"", ""1651306531839672325"")";petrogustavo;26/04/2023;17713;5453;https://t.co/FkWl3trxuC;"=HYPERLINK(""http://pbs.twimg.com/media/FuqeiPjWAAwYxni.jpg"", ""http://pbs.twimg.com/media/FuqeiPjWAAwYxni.jpg"")";;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651299181292552211"", ""1651299181292552211"")";petrogustavo;26/04/2023;7430;3319;Uno de los más grandes laboratorios de cocaína ha sido encontrado y destruido.por el gobierno https://t.co/Askbr1hvSa;;;;;34;0;854;146
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651264515101663232"", ""1651264515101663232"")";petrogustavo;26/04/2023;17203;5459;"Carlos Pizarro el hombre de la guerra y el hombre de la Paz.

En la guerra sobrevivió, en la Paz lo asesinaron quienes no querían ningún cambio en Colombia.

La paz será definitiva en Colombia cuando el peligro de morir esté en la guerra y no en la Paz. https://t.co/LNqa9gWzWY";"=HYPERLINK(""http://pbs.twimg.com/media/Fup4UehXwBAldVX.jpg"", ""http://pbs.twimg.com/media/Fup4UehXwBAldVX.jpg"")";"=HYPERLINK(""http://pbs.twimg.com/media/Fup4UtBXwAwKE0I.jpg"", ""http://pbs.twimg.com/media/Fup4UtBXwAwKE0I.jpg"")";;;-5267;87;913;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651210681788579840"", ""1651210681788579840"")";petrogustavo;26/04/2023;5663;1975;En nuestro proyecto es el paciente el que escoge que entidad de salud le presta la atención, incluso que médico o médica https://t.co/A7CeZPb7Qs;;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651199980428820480"", ""1651199980428820480"")";petrogustavo;26/04/2023;6778;2589;Expresidente Uribe, ¿para qué quiere que las EPS privadas manejen los dineros públicos? Si sabe que eso lleva a destander pacientes incluso con peligro de muerte y a quebrar hospitales? https://t.co/LNkwVXAbgJ;;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651080652849131520"", ""1651080652849131520"")";petrogustavo;26/04/2023;11296;4412;"Señor expresidente @JuanManSantos , esta es la clasificación de sistemas de salud que hace la revista The Lancet.

Colombia queda en el puesto 81 https://t.co/o9hSVni0P6 https://t.co/awCOU0jUOx";"=HYPERLINK(""http://pbs.twimg.com/media/FunRF5RWIAYlAFA.jpg"", ""http://pbs.twimg.com/media/FunRF5RWIAYlAFA.jpg"")";"=HYPERLINK(""http://pbs.twimg.com/media/FunRGWBX0AQC2q_.jpg"", ""http://pbs.twimg.com/media/FunRGWBX0AQC2q_.jpg"")";;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651070016144457728"", ""1651070016144457728"")";petrogustavo;26/04/2023;7291;2077;3. Tal situación nos lleva a un replanteamiento del gobierno.;;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651070013799800834"", ""1651070013799800834"")";petrogustavo;26/04/2023;6667;2066;A pesar del voto mayoritario en las urnas que pide un cambio en Colombia este se intenta cerrar con la amenaza y el sectarismo.;;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651070011463589892"", ""1651070011463589892"")";petrogustavo;26/04/2023;6619;2157;2. La coalición política pactada como mayoría ha terminado en el dia de hoy por decisión de unos presidentes de partido. Alguno de los cuales amenaza a la mayoría de su propia bancada;;;;;34;0;928;72
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651070009605595138"", ""1651070009605595138"")";petrogustavo;26/04/2023;16116;5799;"Las decisiones politicas tomadas hoy demuestran:

1. La invitación a un pacto social para el cambio ha sido rechazada.

Quienes se han enriquecido con el uso del dinero público no se han dado cuenta que la sociedad demanda sus derechos y que eso implica el dialogo y el pacto.";;;;;516;45;905;49
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1651022880392527872"", ""1651022880392527872"")";petrogustavo;26/04/2023;13929;5277;Si el expresidente insiste en vulnerar derechos políticos no queda más recurso que acudir a las instancias que vigilan la convención americana de Derechos Humanos. https://t.co/2qtw2P8Lzw;;;;;-296;84;916;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1650997369352212481"", ""1650997369352212481"")";petrogustavo;25/04/2023;6166;2474;"No señora. Usted cogió un cuadro viejo de febrero que incluyó todos los gastos que se generan por la situacion de quiebra de las EPS y no por la reforma a la salud.

Los costos de la reforma tienen que ver con el componente de atención primaria que no existe en Colombia. https://t.co/wM1MlCC3Fc";;;;;-6808;121;879;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1650995198728585219"", ""1650995198728585219"")";petrogustavo;25/04/2023;7678;2838;"He entregado 1.000 hectareas de tierra que eran de alias ""Don Diego"" a 90 familias campesinas en Zarzal Valle del Cauca. https://t.co/73IxEoahM1";;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1650994641930420224"", ""1650994641930420224"")";petrogustavo;25/04/2023;5623;2420;El presidente Gaviria se va en contra de su propio partido. Lamentable que un liberal vote obligado por los nostálgicos del poder. Sancionar por ejercer la libertad. https://t.co/nk2OTPRBgF;;;;;-3612;85;915;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1650976046550851585"", ""1650976046550851585"")";petrogustavo;25/04/2023;5946;2545;"Este artículo es una mentira. No se puede poner el saneamiento de hospitales públicos, la capitalización de la Nueva Eps, el pago de la deuda de las EPS con los hospitales como si fuera producto de la reforma, con o sin reforma hay que hacerlo. 

Haga las cuentas bien. https://t.co/wM1MlCC3Fc";;;;;-7003;11;89;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1650883212657188866"", ""1650883212657188866"")";petrogustavo;25/04/2023;5025;1888;20 paises con sus cancillerías ya están en Bogotá para participar en la conferencia internacional sobre Venezuela que hará recomendaciones al gobierno y la oposición venezolana con el fin de llegar a una decisón libre y soberana del pueblo.;;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1650867251812225027"", ""1650867251812225027"")";petrogustavo;25/04/2023;7287;3361;Al señor Guaidó no se le expulsó es mejor que la mentira no aparezca en la política. El señor Guaidó tenía un acuerdo para viajar a EEUU. Nosotros lo permitimos por razones humanitarias a pesar de la entrada ilegal en el país. https://t.co/tRb6Uzk114;;;;;-5267;101;899;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1650857182647275521"", ""1650857182647275521"")";petrogustavo;25/04/2023;8670;4387;"¿Por qué esta intención de dañar la imagen del ministro de defensa?
¿Porque es el gran investigador contra la para política? ¿Porque develó la corrupción gubernamental en Guatemala?

¿Porque ha incautado la mayor cantidad de droga en al historia del país? https://t.co/ZRyHNUei05";;;;;5204;0;924;76
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1650854081089400832"", ""1650854081089400832"")";petrogustavo;25/04/2023;4945;1381;Obviamente un sector político quería perturbar el libre desarrollo de la conferencia internacional sobre Venezuela.;;;;;0;0;10;0
"=HYPERLINK(""http://www.twitter.com/merchan9sebas/status/1650854079420137472"", ""1650854079420137472"")";petrogustavo;25/04/2023;11345;4118;Simplemente entra con su pasaporte y pide asilo. Con mucho gusto se le hubiera ofrecido. No tiene porque entrar ilegalmente al país. Se le ofreció el permiso de tránsito, no se le deportó de regreso a su pais y con el permiso de EEUU voló hacia ese pais. https://t.co/TIVeyXIY97;;;;;-5267;91;909;0
